title,Case Report,Diagnosis,Epidemic Forecasting,Mechanism,Prevention,Transmission,Treatment
molecular alterations prompted sarscov2 infection induction hyaluronan glycosaminoglycan mucopolysaccharide metabolism,0,0,0,1,0,0,1
development novel genome subtractionderived sarscov2specific covid19nsp2 realtime rtpcr assay evaluation using clinical specimens,0,1,0,0,0,0,0
understanding viral shedding severe acute respiratory coronavirus virus 2 sarscov2 review current literature,0,1,0,0,0,1,0
,0,0,0,0,1,0,0
earlyonset symptomatic neonatal covid19 infection high probability vertical transmission,1,0,0,0,0,0,0
telemedicine oral maxillofacial surgery effective alternative post covid19 pandemic,0,0,0,0,1,0,0
rationale framework seeking remote electronic phone consent approval endovascular stroke trials special relevance covid19 environment beyond,0,0,0,0,1,0,0
protective behavior covid19 among public kuwait examination protection motivation theory trust government sociodemographic factors,0,0,0,0,1,0,0
,0,0,0,0,1,0,0
triiodothyronine treatment critically ill patients covid19 infection structured summary study protocol randomised controlled trial,0,0,0,0,0,0,1
nonoperative management oral cavity carcinoma definitive radiation therapy potential alternative treatment approach,0,0,0,0,1,0,0
association padua prediction score inhospital prognosis covid19 patients,0,1,0,0,0,0,1
south indian medicinal plants combat deadly viruses along covid19 review,0,0,0,0,1,0,0
covid19 review 21st century pandemic etiology neuropsychiatric implications,0,1,0,0,0,0,1
hypoxia response acute lung kidney injury possible implications therapy covid19,0,0,0,1,0,0,1
covid19 vaccines breaking record times firstinhuman trials,0,0,0,0,0,0,1
effects internet hospital consultations psychological burdens disease knowledge early outbreak covid19 china crosssectional survey study,0,0,0,0,1,0,0
pandemic uncertainty considerations nephrology nurses,0,0,0,0,1,0,0
multicentered study epidemiologic clinical characteristics 37 neonates communityacquired covid19,0,1,0,0,0,0,1
available technologies applications benefits teleorthodontics literature review possible applications covid19 pandemic,0,0,0,0,1,0,0
acceptance covid19 vaccine southeast asia crosssectional study indonesia,0,0,0,0,0,0,1
expression sarscov2 receptor ace2 cd147 protease tmprss2 human mouse brain cells mouse brain tissues,0,0,0,1,0,0,0
persistent sarscov2 rna positivity patient 92 days disease onset case report,1,0,0,0,0,0,0
letter editors statins covid19 efficacy still proven,0,1,0,0,0,0,1
covid19 pulmonary pathology multiinstitutional autopsy cohort italy new york city,0,1,0,0,0,0,0
biosafety biosecurity approaches restraincontain counter sarscov2covid19 pandemic rapidreview,0,0,0,0,1,0,0
screening sarscov2 antibodies convalescent plasma brazil preliminary lessons voluntary convalescent donor program,0,1,0,0,0,0,0
lithium toxicity two coronavirus disease 2019 covid19 patients,1,0,0,0,0,0,0
basic reproduction number prediction epidemic size novel coronavirus covid19 shahroud iran,0,0,1,0,0,0,0
acute inflammation elevated cardiac markers twomonthold infant severe acute respiratory syndrome coronavirus 2 infection presenting cardiac symptoms,1,0,0,0,0,0,0
evaluation novel multiplexed assay determining igg levels functional activity sarscov2,0,1,0,0,0,0,0
rising summer temperatures reduce reproduction number covid19,0,0,0,0,0,1,0
mitochondria cross fire sarscov2 immunity,0,0,0,1,0,0,1
,0,1,0,0,0,0,0
impact covid19 lockdown lifestyle adherence stayathome patients chronic coronary syndromes towards time bomb,0,0,0,0,1,0,0
cancer management challenge developing country covid19 pandemic reflection group moroccan oncologists,0,0,0,0,1,0,0
nonoptimal effectiveness convalescent plasma transfusion hydroxychloroquine treating covid19 case report,1,0,0,0,0,0,0
polish maternity services times crisis search quality care pregnant women babies,0,0,0,0,1,0,0
factors affecting infection control behaviors prevent covid19 online survey nursing students anhui china march april 2020,0,0,0,0,1,0,0
covid19 older adults,0,1,0,1,1,1,1
early impact coronavirus disease covid19 pandemic physical distancing measures routine childhood vaccinations england january april 2020,0,0,0,0,1,0,0
smoking covid19 adding fuel flame,0,0,0,1,1,0,1
preparedness vulnerability african countries importations covid19 modelling study,0,0,0,0,1,1,0
symptom relief possible elderly dying covid19 patients national register study,0,1,0,0,0,0,1
naturally occurring sarscov2 gene deletions close spike s1s2 cleavage site viral quasispecies covid19 patients,1,0,0,0,0,0,0
coronavirus disease19 fertility viral host entry protein expression male female reproductive tissues,0,0,0,1,0,0,0
model informed dosing hydroxycholoroquine covid19 patients learnings recent experience remaining uncertainties gaps,0,0,0,0,0,0,1
multiple myeloma sarscov2 infection clinical characteristics prognostic factors inpatient mortality,0,1,0,0,0,0,1
caring patients diabetes covid19 pandemic important considerations pharmacists,0,0,0,0,1,0,0
,0,0,0,0,0,0,1
creating automated health attestation system covid19 pandemic microsoft 365,0,0,0,0,1,0,0
syndrome resembling kawasaki disease covid19 asymptomatic children,0,1,0,0,0,0,0
sredarce recommendations minimally invasive interventions covid19 pandemic romania,0,0,0,0,1,0,0
urologists stand era novel coronavirus2019 disease,0,0,0,0,1,0,0
covid19 clinical outcomes nationality results nationwide registry kuwait,0,1,0,0,0,0,0
evaluation novel coronavirus disease turkish children preliminary outcomes,0,1,0,0,1,0,0
perspectives teleorthodontics covid19 emergency future tool daily practice,0,0,0,0,1,0,0
sarscov2 viral load ifnlambda polymorphisms course covid19 observational study,0,1,0,1,0,0,1
robots improve testing capacity sarscov2,0,0,0,0,1,0,0
google trends insights reduced acute coronary syndrome admissions covid19 pandemic infodemiology study,0,0,0,0,1,0,0
sarscov2 infection physiological environmental gift factors high altitude,0,0,0,1,0,0,0
covid19 diabetes mellitus need prudence elderly patients pooled analysis,0,1,0,0,0,0,1
comparison eight commercial highthroughput automated elisa assays detecting sarscov2 igg total antibody,0,1,0,0,0,0,0
ahr ido1 pathogenesis covid19 systemic ahr activation syndrome translational review therapeutic perspectives,0,0,0,1,0,0,1
often forgotten transport modality dialysis may lifesaving,0,0,0,0,1,0,0
teachings covid19 agingan oxidative process,0,0,0,1,0,0,1
patients coronavirus 2019 covid19 surgery guidelines checklist proposal,0,0,0,0,1,0,0
elevated eosinophil count related lower antifactor xa activity covid19 patients,0,1,0,0,0,0,1
oncocardiology new challenges new opportunities,0,1,0,0,0,0,0
,0,0,0,0,1,0,0
adaptations current eccoespghan guidelines management paediatric acute severe colitis context covid19 pandemic rand appropriateness panel,0,0,0,0,0,0,1
association daily wear eyeglasses susceptibility coronavirus disease 2019 infection,0,0,0,0,1,0,0
serological chemiluminescence immunoassay diagnosis sarscov2 infection,0,1,0,0,0,0,0
curative effects shortwave diathermy treating novel coronavirus covid19 pneumonia structured summary study protocol randomised controlled trial,0,0,0,0,0,0,1
mechanism baricitinib supports artificial intelligencepredicted testing covid19 patients,0,0,0,1,0,0,1
dexamethasone hospitalized patients covid19 preliminary report,0,0,0,0,0,0,1
use cyclodextrin complexes potential treatment 2019 novel coronavirus minireview,0,0,0,1,0,0,1
natural history covid19 current knowledge treatment therapeutic options,0,0,0,0,0,0,1
safety signals qt prolongation torsades de pointes associated azithromycin without chloroquine hydroxychloroquine,0,0,0,0,0,0,1
obesity covid19 oronasosensory perception,0,1,0,0,0,0,1
estimated demand us hospital inpatient intensive care unit beds patients covid19 based comparisons wuhan guangzhou china,0,0,1,0,1,0,0
heart failure covid19 patients prevalence incidence prognostic implications,0,1,0,0,0,0,1
admission patients stemi since outbreak covid19 pandemic survey european society cardiology,0,0,0,0,1,0,0
forecasting covid19 failed,0,0,1,0,1,0,0
sarscov2 pandemic brave new digital world environmental enrichment prevent brain aging cognitive decline,0,0,0,0,1,0,0
low barrier telebuprenorphine time covid19 case report,1,0,0,0,0,0,0
perioperative management covid19 patients undergoing cardiac surgery cardiopulmonary bypass,0,0,0,0,1,0,0
epidemiological characteristics entire evolution coronavirus disease 2019 wuhan china,0,0,0,0,1,0,0
covid19 iran good bad ugly strategies preparedness report field,0,0,0,0,1,0,0
postdischarge symptoms rehabilitation needs survivors covid19 infection crosssectional evaluation,0,1,0,0,0,0,1
prevention control measures radiology department covid19,0,0,0,0,1,0,0
fractures patients covid19 infection early prognosis management case series 20 patients single institution lombardy northern italy,0,1,0,0,0,0,1
use internet analytics canadian provincial chiropractic regulator monitor evaluate remediate misleading claims regarding specific health conditions pregnancy covid19,0,0,0,0,1,0,0
hydroxychloroquine antiviral prophylaxis exposed caregivers covid19 urgent appraisal needed,0,0,0,0,1,0,1
comparing chinese children adults rtpcr positive covid19 systematic review,0,1,0,0,0,0,0
coronavirus disease 2019 stroke clinical manifestations pathophysiological insights,0,1,0,1,0,0,1
multicenter randomized controlled trial integrative management japan epidemic disease imjedi studyrct use kampo medicine kakkonto shosaikotokakikyosekko mildtomoderate covid19 patients symptomatic relief prevention severe stage structured summary study protocol randomized controlled trial,0,0,0,0,0,0,1
possibility sarscov2 transmission breast milk covid19 affected women patients infants worries strategies counter,0,0,0,0,0,1,0
association ace2 receptor aceisarbs disease severity covid19,0,0,0,1,0,0,1
epidemiologic characteristics transmission chain risk factors severe infection covid19 tianjin representative municipality city china,0,1,0,0,1,1,0
multisystem imaging manifestations covid19 part 1 viral pathogenesis pulmonary vascular system complications,0,1,0,1,0,0,0
management changes patients endocrinerelated cancers covid19 pandemic,0,0,0,0,1,0,0
understanding epidemic course order improve epidemic forecasting,0,0,1,0,1,0,0
use technology orientation mobility professionals australia malaysia covid19,0,0,0,0,1,0,0
dietary changes nutrinet brasil cohort covid19 pandemic,0,0,0,0,1,0,0
sociodemographic determinants occupational risks exposure covid19 canada,0,0,0,0,1,0,0
expect neurological symptoms sarscov2 epidemic,0,1,0,0,0,0,0
comparison clinical chest ct findings patients influenza h1n1 virus infection coronavirus disease covid19,0,1,0,0,0,0,0
use novel negativepressure tent bedside tracheostomy covid19 patients,0,0,0,0,1,0,1
blue lungs covid19 patients step beyond diagnosis pulmonary thromboembolism using mdct iodine mapping,0,1,0,0,0,0,0
recommendation optimize safety elective surgical care limiting spread covid19 primum non nocere,0,0,0,0,1,0,0
beyond pathogen social behavioral aspects covid19,0,0,0,0,1,0,0
evaluation nutritional behaviour related covid19,0,0,0,0,1,0,0
potential impact seasonal forcing sarscov2 pandemic,0,0,1,0,0,0,0
sarscov2 outbreak investigation german meat processing plant,0,0,0,1,1,0,0
covid19 cities urban health strategies pandemic challenge decalogue public health opportunities,0,0,0,0,1,0,0
practical recommendations gynecologic surgery covid19 pandemic,0,0,0,0,1,0,0
eosinopenia covid19,0,1,0,0,0,0,1
,0,1,0,1,0,0,0
practice considerations proton beam radiation therapy uveal melanoma coronavirus disease pandemic particle therapy cooperative group ocular experience,0,0,0,0,1,0,0
sewage possible transmission vehicle coronavirus disease 2019 outbreak densely populated community guangzhou china april 2020,0,0,0,0,1,1,0
identity public health covid19 times,0,0,0,0,1,0,0
tracheostomy covid19 pandemic,0,0,0,0,1,0,0
clinical characteristics covid19 patients three consecutive generations spread zhejiang china,0,1,0,0,0,0,1
effects shortterm hydroxychloroquine plus moxifloxacin therapy corrected qt interval tpe interval patients covid19,0,0,0,0,0,0,1
covid19 infection host genetic predisposition exist,0,0,0,1,0,0,0
treatments covid19 emerging drugs coronavirus,0,0,0,0,0,0,1
,0,0,0,1,1,1,0
parotitislike symptoms associated covid19 france marchapril 2020,1,0,0,0,0,0,0
public perceptions experiences social distancing social isolation covid19 pandemic ukbased focus group study,0,0,0,0,1,0,0
treatment options available covid19 analysis possible role combination rhace2 angiotensin 17 angiotensin 19 effective therapeutic measure,0,0,0,1,0,0,1
safety immunogenicity inactivated sarscov2 vaccine bbibpcorv randomised doubleblind placebocontrolled phase 12 trial,0,0,0,0,0,0,1
reorganising emergency department manage covid19 outbreak,0,0,0,0,1,0,0
mobile health technology combats covid19 china,0,0,0,0,1,0,0
prediction epidemic trends covid19 logistic model machine learning technics,0,0,1,0,1,0,0
scientific research progress covid19sarscov2 first five months,0,1,0,1,1,0,1
fivestep risk management process geriatric dental practice sarscov2 pandemic,0,0,0,0,1,0,0
covid19 pandemic personal protective equipment evaluation equipment comfort user attitude,0,0,0,0,1,0,0
role gtngtkr motif nterminal receptorbinding domain sarscov2 spike protein,0,0,0,1,0,0,1
clinical characteristics prognosis hospitalized covid19 patients incident sustained tachyarrhythmias multicenter observational study,0,1,0,0,0,0,1
coronavirus disease 2019 associated aggressive neurological mental abnormalities confirmed based cerebrospinal fluid antibodies case report,1,0,0,0,0,0,0
